STN,YYYYMMDD,TG,TN,TX,Q,RH,UG,EV24
391,20200104,54,28,75,109,2,95,1
391,20200105,65,59,72,92,-1,88,1
391,20200106,55,30,69,358,1,80,5
391,20200107,68,44,86,138,15,90,2
391,20200108,101,72,117,67,34,96,1
391,20200109,115,96,129,67,18,92,1
391,20200110,64,3,108,101,18,93,1
391,20200111,44,5,72,253,0,86,3
391,20200112,65,38,88,112,31,87,1
391,20200113,77,51,104,273,-1,86,4
391,20200114,108,93,127,71,8,76,1
391,20200115,103,54,136,273,10,74,4
391,20200116,72,19,113,462,0,85,6
391,20200117,83,39,105,83,6,80,1
391,20200118,42,6,72,318,14,87,4
391,20200119,18,-13,67,323,-1,94,4
391,20200120,20,-9,58,229,0,98,3
391,20200121,-14,-34,5,372,0,99,4
391,20200122,8,-18,29,139,4,99,2
391,20200123,31,21,45,226,0,94,3
391,20200124,9,-12,21,60,-1,95,1
391,20200125,13,4,27,90,0,95,1
391,20200126,54,17,97,431,0,90,6
391,20200127,79,69,89,114,29,88,2
391,20200128,51,38,80,344,44,80,4
391,20200129,49,34,63,232,12,80,3
391,20200130,85,55,121,393,7,83,6
391,20200131,118,105,129,259,1,79,4
391,20200201,107,80,127,208,85,84,3
391,20200202,95,67,125,110,57,84,2
391,20200203,93,54,113,214,58,81,3
391,20200204,39,-3,72,317,26,89,4
391,20200205,41,-9,71,493,0,85,6
391,20200206,35,0,70,256,0,89,3
391,20200207,42,-3,81,756,0,72,9
391,20200208,72,28,124,378,-1,78,5
391,20200209,102,60,132,290,184,76,4
391,20200210,79,44,114,374,97,72,5
391,20200211,52,37,78,580,12,66,7
391,20200212,49,30,85,588,-1,68,7
391,20200213,55,26,87,293,69,85,4
391,20200214,68,54,86,272,2,81,4
391,20200215,103,67,132,634,0,71,9
391,20200216,130,78,183,241,104,72,4
391,20200217,82,58,119,623,36,74,9
391,20200218,74,56,90,388,2,73,5
391,20200219,58,34,89,685,53,77,9
391,20200220,80,45,105,329,47,80,5
391,20200221,65,29,91,520,0,74,7
391,20200222,86,60,106,236,93,75,3
391,20200223,89,32,121,109,233,86,2
391,20200224,73,21,118,168,37,88,2
391,20200225,73,32,110,820,13,75,11
391,20200226,29,4,57,450,74,90,5
391,20200227,24,8,46,213,62,92,2
391,20200228,40,0,76,649,51,83,8
391,20200229,92,53,141,511,13,73,7
391,20200301,73,48,100,599,0,70,8
391,20200302,62,37,91,450,45,85,6
391,20200303,47,13,93,989,17,83,12
391,20200304,61,24,102,825,16,84,11
391,20200305,60,46,76,307,79,90,4
391,20200306,56,31,86,316,8,83,4
391,20200307,70,11,107,946,0,71,13
391,20200308,85,71,109,488,10,83,7
391,20200309,80,62,111,847,3,77,12
391,20200310,102,63,129,203,64,92,3
391,20200311,118,92,149,524,154,88,8
391,20200312,94,59,133,1253,22,64,18
391,20200313,68,16,119,946,-1,77,13
391,20200314,71,-4,127,1072,0,74,14
391,20200315,101,63,146,715,0,72,10
391,20200316,94,25,154,1194,0,78,17
391,20200317,93,30,152,1545,0,63,22
391,20200318,103,51,176,1397,0,69,21
391,20200319,101,47,169,1049,0,80,15
391,20200320,67,46,93,368,16,82,5
391,20200321,53,16,98,1700,0,64,22
391,20200322,49,-2,103,1785,0,50,22
391,20200323,53,8,103,1789,0,35,23
391,20200324,59,11,106,1807,0,34,24
391,20200325,61,-20,125,1829,0,38,24
391,20200326,66,8,125,1788,0,43,24
391,20200327,94,16,167,1648,0,50,24
391,20200328,83,35,139,1726,0,59,24
391,20200329,35,-9,61,775,0,58,9
391,20200330,34,-57,95,1115,-1,70,13
391,20200331,36,-25,97,1867,0,67,23
391,20200401,40,-47,119,1937,0,64,24
391,20200402,66,-10,107,957,0,68,13
391,20200403,72,-11,117,856,0,70,12
391,20200404,73,-25,144,2016,0,59,27
391,20200405,136,60,197,2047,0,42,33
391,20200406,163,91,245,1981,-1,46,34
391,20200407,139,50,204,1969,0,68,32
391,20200408,153,57,254,1763,-1,64,29
391,20200409,146,79,208,1847,0,62,30
391,20200410,126,60,203,2108,0,57,33
391,20200411,130,38,224,2136,0,52,34
391,20200412,144,44,248,1781,-1,60,29
391,20200413,80,28,114,1698,0,58,24
391,20200414,60,-5,113,1226,0,60,16
391,20200415,85,-14,180,2143,0,62,30
391,20200416,140,15,242,2092,-1,52,34
391,20200417,131,64,200,2129,0,54,34
391,20200418,120,71,168,1027,3,72,16
391,20200419,136,78,199,1841,-1,58,29
391,20200420,135,70,199,2391,0,37,38
391,20200421,145,86,209,2416,0,37,39
391,20200422,159,90,230,2440,0,38,41
391,20200423,151,62,240,2392,1,50,40
391,20200424,132,50,216,2315,0,59,37
391,20200425,101,49,159,1932,-1,62,28
391,20200426,108,33,195,2425,0,66,36
391,20200427,137,17,233,2290,0,57,37
391,20200428,127,81,179,910,38,83,14
391,20200429,131,98,178,1133,8,79,18
391,20200430,116,85,160,1652,4,73,25
391,20200501,103,81,156,1324,22,80,20
391,20200502,100,49,153,1654,5,78,24
391,20200503,121,46,177,1727,0,70,27
391,20200504,119,62,172,1637,0,67,25
391,20200505,97,27,160,2736,0,57,40
391,20200506,115,26,190,2648,0,53,40
391,20200507,134,20,224,2455,0,56,39
391,20200508,157,46,236,2196,0,51,37
391,20200509,175,83,258,2403,0,50,42
391,20200510,143,64,215,898,6,72,15
391,20200511,87,30,144,2227,2,52,31
391,20200512,69,-9,135,1421,0,66,19
391,20200513,84,10,152,1821,0,63,26
391,20200514,92,13,155,2700,0,52,39
391,20200515,92,18,161,2306,0,60,33
391,20200516,110,10,190,1908,0,65,29
391,20200517,121,19,199,2007,0,63,31
391,20200518,155,54,249,2638,0,57,44
391,20200519,174,75,254,2257,0,57,39
391,20200520,157,94,220,1477,-1,72,25
391,20200521,189,79,280,2695,-1,62,48
391,20200522,192,131,284,1106,3,68,20
391,20200523,152,120,197,1423,6,53,24
391,20200524,132,103,160,918,11,81,15
391,20200525,155,81,219,1720,-1,71,29
391,20200526,153,57,235,2850,0,62,47
391,20200527,171,65,250,2328,0,58,40
391,20200528,154,81,221,2996,0,49,50
391,20200529,165,66,243,2916,0,47,50
391,20200530,179,98,251,2730,0,44,48
391,20200531,168,104,232,2763,0,48,47
391,20200601,199,102,272,2905,0,45,53
391,20200602,216,113,291,2661,0,46,50
391,20200603,194,129,268,2644,0,55,48
391,20200604,134,87,163,516,5,84,8
391,20200605,101,71,131,1068,144,85,16
391,20200606,131,75,181,1957,2,60,31
391,20200607,144,114,197,1496,0,65,24
391,20200608,147,112,205,1466,1,76,24
391,20200609,143,117,186,1630,-1,71,27
391,20200610,160,118,213,1696,3,74,29
391,20200611,166,128,214,1289,1,74,22
391,20200612,211,130,284,2672,18,65,50
391,20200613,210,156,266,2132,8,72,40
391,20200614,192,163,238,961,0,77,17
391,20200615,201,159,246,1543,0,67,28
391,20200616,186,131,223,1104,2,81,20
391,20200617,192,114,257,2064,22,78,37
391,20200618,184,133,236,1832,67,78,32
391,20200619,182,122,243,2466,0,74,43
391,20200620,175,115,238,2666,-1,69,46
391,20200621,201,104,270,2151,31,65,39
391,20200622,177,120,244,2174,2,75,38
391,20200623,211,99,288,2872,0,57,53
391,20200624,237,135,313,2955,0,48,57
391,20200625,245,168,316,2633,0,53,52
391,20200626,248,187,319,2778,4,54,55
391,20200627,230,188,283,1943,0,66,37
391,20200628,187,132,237,1810,1,60,32
391,20200629,172,129,218,1943,0,55,34
391,20200630,173,130,226,1473,3,70,26
391,20200701,183,163,221,909,184,86,16
391,20200702,171,133,228,1689,2,76,29
391,20200703,178,130,230,1774,0,70,31
391,20200704,186,153,210,921,3,75,16
391,20200705,194,148,238,1155,6,74,21
391,20200706,153,92,201,2087,3,70,35
391,20200707,154,72,218,1647,-1,71,27
391,20200708,150,126,176,603,19,91,10
391,20200709,182,158,217,886,23,86,16
391,20200710,156,85,192,1135,19,84,19
391,20200711,140,73,210,2092,0,76,34
391,20200712,156,71,226,2692,-1,67,45
391,20200713,180,91,260,2821,0,62,50
391,20200714,155,100,205,896,28,86,15
391,20200715,165,113,222,1921,4,76,33
391,20200716,161,141,187,623,2,88,11
391,20200717,180,134,220,1247,0,81,22
391,20200718,207,124,278,2109,0,71,39
391,20200719,210,148,276,2158,5,69,40
391,20200720,175,95,243,2355,-1,64,41
391,20200721,159,79,239,2282,0,63,38
391,20200722,158,84,226,1857,0,64,31
391,20200723,188,76,268,2352,0,61,42
391,20200724,192,153,236,1277,0,70,23
391,20200725,198,149,233,984,18,77,18
391,20200726,194,146,248,2037,8,73,37
391,20200727,191,135,270,994,5,74,18
391,20200728,188,138,240,1583,3,64,28
391,20200729,175,114,237,2204,0,61,38
391,20200730,199,90,283,2594,0,56,47
391,20200731,260,135,350,2623,0,45,52
391,20200801,238,181,303,1874,1,64,36
391,20200802,186,101,252,1496,0,70,27
391,20200803,169,77,251,2029,0,66,35
391,20200804,172,98,242,2326,0,60,40
391,20200805,214,124,301,2524,0,50,47
391,20200806,237,141,326,2433,0,50,47
391,20200807,254,139,353,2442,0,50,48
391,20200808,277,151,370,2371,0,43,48
391,20200809,271,208,348,1692,-1,55,34
391,20200810,273,181,352,2153,0,55,44
391,20200811,265,208,362,1641,0,61,33
391,20200812,267,198,344,2185,0,60,44
391,20200813,245,186,339,1555,94,72,30
391,20200814,233,182,296,1886,0,76,36
391,20200815,221,185,287,1382,6,83,26
391,20200816,231,174,319,1572,12,78,30
391,20200817,210,164,278,1437,0,76,27
391,20200818,194,152,262,1523,0,75,27
391,20200819,223,141,291,1913,0,65,36
391,20200820,255,193,299,1326,14,66,26
391,20200821,246,174,305,1554,5,65,30
391,20200822,199,170,252,1404,1,68,26
391,20200823,175,142,220,1146,18,77,20
391,20200824,172,126,223,1184,0,73,20
391,20200825,179,129,212,742,8,77,13
391,20200826,168,133,190,434,5,78,7
391,20200827,168,124,222,1096,16,80,19
391,20200828,167,111,230,1357,11,78,23
391,20200829,153,117,201,1208,0,80,20
391,20200830,147,107,207,786,48,92,13
391,20200831,144,92,191,828,0,82,13
391,20200901,138,61,195,1141,0,75,18
391,20200902,150,69,239,1851,0,74,31
391,20200903,162,104,204,455,29,85,8
391,20200904,182,137,229,979,11,81,17
391,20200905,149,104,210,1269,31,78,21
391,20200906,135,86,196,1048,0,76,17
391,20200907,152,80,222,1703,0,75,28
391,20200908,169,130,203,593,0,82,10
391,20200909,185,119,235,713,-1,84,13
391,20200910,136,69,217,1693,0,74,27
391,20200911,141,54,231,1495,0,77,24
391,20200912,145,75,227,1453,0,79,24
391,20200913,162,93,248,1565,0,80,27
391,20200914,198,98,307,1622,0,68,29
391,20200915,223,125,336,1599,0,66,30
391,20200916,199,141,271,1264,0,73,23
391,20200917,148,81,211,1614,0,61,27
391,20200918,157,77,240,1633,0,54,27
391,20200919,177,101,266,1553,0,49,27
391,20200920,157,63,267,1610,0,56,27
391,20200921,154,62,269,1516,0,66,25
391,20200922,147,60,256,1426,0,74,23
391,20200923,174,96,235,973,50,71,17
391,20200924,150,116,189,1307,49,72,22
391,20200925,114,91,153,1010,56,82,15
391,20200926,116,100,144,463,253,88,7
391,20200927,123,102,148,572,27,88,9
391,20200928,117,110,124,214,4,93,3
391,20200929,137,115,187,489,41,91,8
391,20200930,160,135,192,719,0,88,12
391,20201001,133,92,154,311,15,88,5
391,20201002,141,72,175,720,-1,79,12
391,20201003,128,109,153,209,52,90,3
391,20201004,123,106,152,557,10,77,9
391,20201005,122,109,154,330,18,84,5
391,20201006,127,113,167,553,73,88,9
391,20201007,121,96,155,530,46,87,8
391,20201008,135,96,169,293,37,90,5
391,20201009,124,101,164,683,1,87,11
391,20201010,97,69,130,803,61,84,12
391,20201011,89,67,138,724,18,93,10
391,20201012,93,61,137,596,5,92,9
391,20201013,89,62,131,735,0,86,10
391,20201014,90,52,120,523,0,83,7
391,20201015,91,75,110,360,0,81,5
391,20201016,88,53,121,521,0,83,7
391,20201017,81,49,113,348,0,90,5
391,20201018,89,42,131,355,1,91,5
391,20201019,96,45,137,584,1,83,8
391,20201020,114,80,139,204,22,86,3
391,20201021,157,118,206,370,42,80,6
391,20201022,152,114,186,366,2,87,6
391,20201023,131,91,167,303,0,94,5
391,20201024,139,113,159,283,-1,83,5
391,20201025,127,99,158,120,70,86,2
391,20201026,104,93,121,335,2,82,5
391,20201027,106,81,125,349,10,80,5
391,20201028,112,87,142,500,184,85,8
391,20201029,105,80,126,327,51,90,5
391,20201030,141,126,159,174,1,88,3
391,20201031,143,128,160,594,6,80,10
391,20201101,150,115,179,275,2,85,5
391,20201102,163,104,204,303,35,81,5
391,20201103,93,59,127,553,0,78,8
391,20201104,54,2,115,691,0,89,9
391,20201105,42,-1,104,633,0,93,8
391,20201106,72,24,119,667,0,81,9
391,20201107,84,46,142,582,0,78,8
391,20201108,103,61,137,358,2,82,5
391,20201109,121,83,159,318,0,92,5
391,20201110,115,75,157,581,0,94,9
391,20201111,115,93,143,369,0,94,6
391,20201112,100,62,134,324,9,85,5
391,20201113,101,46,140,315,12,89,5
391,20201114,131,113,158,417,0,84,7
391,20201115,134,92,169,259,75,75,4
391,20201116,104,85,127,207,8,84,3
391,20201117,118,103,129,128,-1,84,2
391,20201118,129,109,151,542,0,73,9
391,20201119,78,23,143,187,29,85,3
391,20201120,44,18,84,358,0,87,4
391,20201121,75,19,100,256,0,78,3
391,20201122,90,80,102,108,0,94,2
391,20201123,60,27,95,434,0,90,6
391,20201124,71,54,105,378,0,88,5
391,20201125,70,45,100,358,0,85,5
391,20201126,79,53,90,133,0,85,2
391,20201127,44,27,65,204,0,91,3
391,20201128,38,28,64,302,0,92,4
391,20201129,-1,-52,44,181,0,88,2
391,20201130,6,-58,52,86,44,95,1
391,20201201,71,52,86,113,40,94,2
391,20201202,54,48,60,51,1,98,1
391,20201203,51,44,57,75,23,91,1
391,20201204,53,-5,87,219,11,80,3
391,20201205,17,-16,71,366,0,87,4
391,20201206,25,-9,39,141,5,95,2
391,20201207,31,8,41,86,68,96,1
391,20201208,27,-3,54,286,0,93,3
391,20201209,11,-9,28,162,0,95,2
391,20201210,2,-14,13,245,0,90,3
391,20201211,31,6,49,153,3,86,2
391,20201212,68,42,84,98,4,96,1
391,20201213,75,64,93,220,0,85,3
391,20201214,81,66,114,127,44,89,2
391,20201215,75,22,95,68,52,97,1
391,20201216,71,18,102,253,0,94,3
391,20201217,90,60,110,179,4,85,3
391,20201218,69,41,106,363,0,87,5
391,20201219,90,56,126,247,0,85,4
391,20201220,85,53,115,196,0,87,3
391,20201221,77,50,125,79,60,93,1
391,20201222,121,95,147,184,2,91,3
391,20201223,110,95,119,65,78,95,1
391,20201224,56,38,97,95,18,88,1
391,20201225,27,4,59,275,0,90,3
391,20201226,38,12,53,174,0,85,2
391,20201227,54,44,65,41,49,82,1
391,20201228,36,14,57,286,10,91,3
391,20201229,22,-9,45,60,1,93,1
391,20201230,33,3,53,107,17,91,1
391,20201231,26,15,36,97,18,96,1
391,20210101,25,4,54,284,0,95,3
391,20210102,27,19,34,108,0,92,1
391,20210103,28,22,37,76,1,86,1
391,20210104,23,17,33,87,2,89,1
391,20210105,25,18,33,54,2,89,1
391,20210106,20,-9,34,201,0,90,2
391,20210107,17,-6,31,121,17,96,1
391,20210108,13,-22,35,154,12,96,2
391,20210109,-4,-21,13,181,0,99,2
391,20210110,8,-19,34,319,0,95,3
391,20210111,30,7,57,72,5,91,1
391,20210112,48,-5,77,209,88,91,3
391,20210113,28,-4,52,298,1,88,3
391,20210114,8,-9,36,238,0,83,3
391,20210115,3,-12,14,106,0,87,1
391,20210116,5,-9,23,153,6,84,2
391,20210117,29,-5,63,202,30,97,2
391,20210118,47,27,64,214,-1,90,3
391,20210119,65,44,92,62,74,89,1
391,20210120,91,59,113,282,-1,66,4
391,20210121,82,60,122,288,67,76,4
391,20210122,36,1,95,342,32,90,4
391,20210123,32,1,59,158,39,89,2
391,20210124,12,1,45,341,153,91,4
391,20210125,17,-14,42,515,21,87,6
391,20210126,34,19,58,263,46,87,3
391,20210127,37,9,60,80,11,94,1
391,20210128,51,46,58,104,141,98,1
391,20210129,85,56,104,234,122,87,3
391,20210130,12,-7,56,264,-1,77,3
391,20210131,2,-34,30,628,-1,79,7
391,20210201,25,11,41,186,-1,94,2
391,20210202,65,26,103,148,66,95,2
391,20210203,84,69,101,93,161,93,1
391,20210204,68,40,95,386,-1,86,5
391,20210205,66,25,110,369,0,87,5
391,20210206,34,-10,59,191,114,93,2
391,20210207,-36,-48,-7,182,144,87,2
391,20210208,-63,-80,-46,379,33,80,3
391,20210209,-72,-119,-34,875,0,78,7
391,20210210,-57,-112,-20,465,-1,79,4
391,20210211,-70,-134,-9,1069,0,79,8
391,20210212,-64,-116,-34,1079,0,75,9
391,20210213,-57,-110,-5,1036,-1,68,9
391,20210214,-4,-46,37,896,0,51,9
391,20210215,24,7,45,202,27,75,2
391,20210216,62,34,92,564,4,87,7
391,20210217,93,72,121,615,1,79,9
391,20210218,76,54,108,405,63,81,6
391,20210219,75,27,115,834,0,78,11
391,20210220,113,72,162,869,0,70,13
391,20210221,114,64,170,1063,0,63,16
391,20210222,104,61,146,554,0,66,8
391,20210223,133,71,190,761,0,68,12
391,20210224,131,80,198,1072,0,70,17
391,20210225,119,67,170,662,17,76,10
391,20210226,68,0,113,982,7,76,13
391,20210227,49,23,88,957,0,83,12
391,20210228,53,-7,114,1159,0,83,15
391,20210301,45,29,82,782,0,88,10
391,20210302,70,11,151,1252,0,76,17
391,20210303,86,36,169,960,0,77,14
391,20210304,39,29,53,122,123,92,1
391,20210305,17,-36,69,1421,0,68,16
391,20210306,4,-51,73,1422,0,76,15
391,20210307,11,-39,69,1189,0,78,13
391,20210308,44,15,79,494,1,79,6
391,20210309,50,33,73,225,27,87,3
391,20210310,68,19,106,516,11,78,7
391,20210311,95,60,144,987,45,73,14
391,20210312,68,23,95,560,49,77,7
391,20210313,69,39,91,648,89,76,9
391,20210314,54,33,89,634,67,81,8
391,20210315,61,47,99,858,62,84,11
391,20210316,61,35,96,958,10,82,13
391,20210317,45,8,77,795,16,83,10
391,20210318,34,-14,69,517,14,89,6
391,20210319,43,-1,92,1540,0,70,19
391,20210320,46,-20,91,1542,0,68,19
391,20210321,63,43,88,684,-1,75,9
391,20210322,55,14,87,606,0,79,8
391,20210323,74,18,134,1143,0,78,16
391,20210324,81,14,165,1639,0,73,23
391,20210325,85,23,138,947,0,81,13
391,20210326,103,47,156,1393,1,67,21
391,20210327,63,24,102,1171,41,72,15
391,20210328,103,52,142,1136,0,61,17
391,20210329,131,64,219,1891,0,52,30
391,20210330,123,23,221,1939,0,59,30
391,20210331,149,38,261,1871,0,58,31
391,20210401,113,38,182,1783,0,69,27
391,20210402,57,20,90,853,0,76,11
391,20210403,70,5,124,1356,0,67,18
391,20210404,57,3,95,760,0,73,10
391,20210405,37,2,67,1076,33,76,13
391,20210406,16,-6,55,1150,31,85,13
391,20210407,24,-3,76,944,48,86,11
391,20210408,48,6,94,1417,0,63,18
391,20210409,88,33,141,1584,1,61,22
391,20210410,67,58,80,383,122,92,5
391,20210411,40,-15,72,458,45,82,6
391,20210412,27,-21,90,1495,11,79,17
391,20210413,36,-25,114,1717,0,69,21
391,20210414,37,-20,96,1357,2,74,16
391,20210415,46,-23,109,1572,0,68,20
391,20210416,75,7,131,1930,0,57,26
391,20210417,76,21,135,1727,0,62,24
391,20210418,90,1,162,1606,0,68,23
391,20210419,76,32,128,745,55,88,10
391,20210420,100,11,180,2126,0,74,31
391,20210421,98,22,169,2004,0,68,29
391,20210422,65,-18,132,2391,0,66,32
391,20210423,67,-20,141,2292,0,69,31
391,20210424,77,4,141,2046,0,60,28
391,20210425,60,-6,119,1937,0,66,25
391,20210426,83,3,147,2553,0,54,36
391,20210427,97,11,164,2523,0,47,37
391,20210428,130,31,209,2261,0,44,36
391,20210429,85,61,112,560,-1,72,8
391,20210430,75,45,130,842,3,84,11
391,20210501,77,6,143,1666,0,68,23
391,20210502,68,5,128,1414,-1,69,19
391,20210503,100,2,156,1773,0,56,26
391,20210504,97,70,134,1239,53,72,18
391,20210505,68,33,119,1620,69,77,22
391,20210506,76,43,128,1696,108,75,23
391,20210507,67,15,138,1709,41,76,23
391,20210508,112,15,175,1063,5,69,16
391,20210509,196,106,277,1782,-1,60,32
391,20210510,180,141,217,1120,2,60,20
391,20210511,139,108,180,670,10,86,11
391,20210512,130,70,188,1928,14,77,30
391,20210513,132,49,205,1982,0,73,31
391,20210514,126,69,187,1872,9,76,29
391,20210515,109,75,147,1255,75,87,19
391,20210516,119,91,175,1808,45,79,28
391,20210517,116,80,146,1168,13,85,18
391,20210518,117,60,164,1683,46,79,26
391,20210519,103,57,162,1306,27,86,19
391,20210520,123,63,167,1440,0,72,22
391,20210521,141,107,182,1718,2,57,28
391,20210522,109,92,130,776,59,82,12
391,20210523,125,92,161,1949,3,67,30
391,20210524,125,82,160,1167,39,72,18
391,20210525,98,72,140,1151,63,85,17
391,20210526,116,85,159,1839,25,76,28
391,20210527,103,55,122,571,39,89,8
391,20210528,115,37,189,2455,0,77,37
391,20210529,137,71,189,2718,0,72,44
391,20210530,158,73,228,3000,0,63,50
391,20210531,178,93,240,2798,0,57,49
391,20210601,188,92,261,3010,0,52,54
391,20210602,206,102,277,2963,0,55,55
391,20210603,202,152,255,1431,20,82,26
391,20210604,206,155,278,2229,258,78,41
391,20210605,168,142,192,502,6,92,9
391,20210606,163,136,201,715,0,84,12
391,20210607,167,101,235,2336,0,74,40
391,20210608,183,95,253,2727,0,72,48
391,20210609,202,121,276,2404,0,67,44
391,20210610,207,108,279,2674,0,61,49
391,20210611,209,142,272,2273,0,71,42
391,20210612,178,97,228,1749,0,70,31
391,20210613,162,71,238,2966,0,66,50
391,20210614,210,95,297,2997,0,57,56
391,20210615,193,140,250,2426,0,66,44
391,20210616,230,122,312,2812,0,62,54
391,20210617,264,169,335,2640,0,58,53
391,20210618,256,196,328,2232,15,65,44
391,20210619,228,194,276,2652,62,70,51
391,20210620,221,182,259,2211,43,70,42
391,20210621,154,136,182,817,421,88,14
391,20210622,146,117,186,1262,56,82,21
391,20210623,152,120,190,1244,-1,77,21
391,20210624,170,139,205,2269,0,74,39
391,20210625,167,86,224,1614,0,74,28
391,20210626,200,118,260,2396,0,68,44
391,20210627,209,156,291,2072,97,74,38
391,20210628,204,150,246,1486,53,89,27
391,20210629,200,154,255,1941,231,83,35
391,20210630,150,135,169,611,53,93,10
391,20210701,137,130,144,454,43,94,7
391,20210702,165,118,215,1692,0,82,29
391,20210703,191,115,259,1742,53,79,31
391,20210704,178,148,234,1524,73,90,27
391,20210705,167,136,190,1288,58,88,22
391,20210706,187,133,224,1499,4,73,27
391,20210707,185,124,240,2005,0,73,36
391,20210708,188,132,238,1568,0,79,28
391,20210709,184,136,234,1598,28,80,28
391,20210710,183,118,238,1626,3,78,29
391,20210711,187,143,242,1970,0,80,35
391,20210712,199,133,256,1778,0,77,32
391,20210713,195,176,228,635,38,90,11
391,20210714,189,183,201,286,206,95,5
391,20210715,182,166,194,334,296,95,6
391,20210716,176,150,210,1155,13,82,20
391,20210717,203,152,258,2609,0,74,48
391,20210718,206,132,280,2717,0,74,50
391,20210719,176,125,232,1653,0,77,29
391,20210720,164,98,223,2558,0,75,44
391,20210721,186,102,250,2318,0,70,41
391,20210722,189,136,248,2320,0,75,41
391,20210723,183,111,251,2733,0,72,48
391,20210724,187,142,220,735,0,84,13
391,20210725,203,157,271,2297,25,79,42
391,20210726,199,153,251,1942,0,78,35
391,20210727,186,159,242,1228,37,85,22
391,20210728,187,155,230,1890,15,74,34
391,20210729,176,126,225,1941,0,67,34
391,20210730,192,134,249,1791,-1,66,32
391,20210731,173,131,214,1373,2,75,24
391,20210801,161,133,206,1166,7,86,20
391,20210802,148,96,196,1206,2,84,20
391,20210803,147,91,200,852,2,83,14
391,20210804,170,83,238,1792,0,74,31
391,20210805,191,146,243,1627,0,74,29
391,20210806,186,160,228,1685,37,80,30
391,20210807,178,147,236,1548,8,79,27
391,20210808,169,147,213,1510,17,74,26
391,20210809,169,135,223,1277,9,79,22
391,20210810,164,126,209,1194,30,89,20
391,20210811,176,120,244,1924,0,83,34
391,20210812,195,114,268,1873,0,78,34
391,20210813,186,124,244,1639,0,78,29
391,20210814,181,111,250,2176,0,76,38
391,20210815,205,134,276,2127,0,70,39
391,20210816,151,113,176,639,38,81,11
391,20210817,138,107,167,538,45,92,9
391,20210818,169,146,191,695,2,87,12
391,20210819,169,137,197,470,6,86,8
391,20210820,175,128,232,1470,0,84,26
391,20210821,196,118,253,1671,98,80,30
391,20210822,184,166,226,1426,3,86,25
391,20210823,177,136,218,966,0,83,17
391,20210824,164,105,229,2177,0,72,37
391,20210825,166,83,233,2135,0,74,36
391,20210826,154,99,207,1143,46,85,19
391,20210827,150,99,197,1342,35,84,22
391,20210828,161,131,201,882,10,83,15
391,20210829,158,139,175,357,30,92,6
391,20210830,174,142,212,926,0,85,16
391,20210831,168,135,223,1377,0,80,24
391,20210901,155,138,177,534,0,82,9
391,20210902,158,85,227,1766,0,80,30
391,20210903,178,101,256,1935,0,78,34
391,20210904,152,125,214,1036,0,88,17
391,20210905,169,106,251,1898,0,79,33
391,20210906,168,84,257,1655,0,78,28
391,20210907,187,115,272,1642,0,73,29
391,20210908,192,123,273,1838,0,73,33
391,20210909,203,124,279,1484,13,80,27
391,20210910,197,169,234,961,10,89,17
391,20210911,178,153,211,783,15,89,14
391,20210912,166,119,220,1456,0,83,25
391,20210913,152,91,212,1461,0,81,24
391,20210914,184,106,242,1126,0,80,20
391,20210915,182,141,214,577,279,88,10
391,20210916,154,114,219,1340,0,84,22
391,20210917,163,115,226,1148,0,84,19
391,20210918,157,96,227,1414,0,83,24
391,20210919,150,102,213,1395,0,77,23
391,20210920,126,74,187,1395,0,71,22
391,20210921,124,60,186,1386,0,75,22
391,20210922,127,61,207,1442,0,81,23
391,20210923,150,81,206,1194,1,83,20
391,20210924,166,147,207,486,0,86,8
391,20210925,167,127,225,846,0,84,14
391,20210926,178,117,234,967,0,85,17
391,20210927,157,107,206,623,20,87,10
391,20210928,137,92,184,1098,0,81,18
391,20210929,110,86,140,485,157,90,7
391,20210930,113,69,145,914,0,76,14
391,20211001,141,105,187,990,27,73,16
391,20211002,151,120,178,558,26,84,9
391,20211003,149,113,185,170,82,89,3
391,20211004,134,105,176,961,0,75,15
391,20211005,126,99,183,798,31,84,12
391,20211006,116,102,131,290,52,92,4
391,20211007,114,60,172,1086,0,90,16
391,20211008,108,43,181,1214,0,87,18
391,20211009,105,43,177,1196,0,86,18
391,20211010,87,19,165,1048,0,90,15
391,20211011,113,71,164,621,7,91,9
391,20211012,92,34,145,487,45,93,7
391,20211013,95,30,144,613,0,88,9
391,20211014,122,99,154,393,2,85,6
391,20211015,97,18,148,573,10,83,8
391,20211016,64,10,131,568,0,89,8
391,20211017,91,37,137,663,0,85,9
391,20211018,108,61,149,744,0,84,11
391,20211019,154,117,176,177,18,92,3
391,20211020,160,136,178,305,34,80,5
391,20211021,95,53,148,420,66,86,6
391,20211022,82,50,125,588,4,87,8
391,20211023,81,45,140,579,0,92,8
391,20211024,71,10,145,981,0,86,13
391,20211025,97,45,137,371,0,86,5
391,20211026,122,105,147,362,0,86,6
391,20211027,130,81,171,662,0,84,10
391,20211028,110,72,162,845,0,85,13
391,20211029,126,86,179,659,11,80,10
391,20211030,124,106,146,200,60,89,3
391,20211031,125,100,167,522,84,87,8
391,20211101,98,65,134,621,10,83,9
391,20211102,69,36,110,321,41,94,4
391,20211103,55,27,77,183,2,97,2
391,20211104,61,44,84,201,0,98,3
391,20211105,67,35,127,533,0,94,7
391,20211106,80,41,104,283,0,84,4
391,20211107,90,50,121,368,31,88,5
